AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
36,6,1,12,2,0,5,1,4,1,2,2,2,2,1,1,1
50,22,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
53,22,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
18,16,5,2,2,0,1,1,4,2,1,2,2,2,1,1,0
15,12,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
68,16,3,0,1,0,1,1,4,1,1,2,1,2,1,2,0
70,17,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
73,1,1,1,1,0,1,1,4,1,1,1,1,1,1,2,0
49,1,5,2,1,0,1,1,4,1,1,1,2,1,1,2,0
45,1,3,2,2,0,1,1,4,1,1,2,2,2,1,2,0
49,22,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
35,20,5,0,2,0,1,1,4,1,1,2,2,2,1,2,1
76,16,1,0,1,0,1,1,4,1,1,1,2,2,1,1,0
73,17,1,1,1,0,1,1,4,1,1,2,2,2,2,1,0
12,8,5,7,2,0,1,1,0,1,1,2,2,2,2,1,0
36,21,5,0,2,0,1,1,4,1,1,2,2,2,1,1,1
58,21,5,0,2,0,1,1,4,1,1,2,2,2,2,1,0
59,19,5,15,2,0,1,1,4,1,1,2,2,2,2,1,0
57,19,5,15,1,0,1,2,4,1,1,2,2,1,2,1,0
48,16,1,0,1,0,1,1,3,1,1,2,1,2,1,2,1
45,19,1,1,2,0,1,1,4,4,1,2,2,2,2,2,1
17,14,5,2,2,1,1,1,4,4,1,2,2,2,1,2,0
16,13,5,3,1,1,1,1,0,4,1,2,1,2,2,2,0
37,21,5,0,1,0,1,3,4,2,1,2,2,1,2,1,1
11,8,5,2,2,7,1,3,0,2,1,2,2,2,2,1,0
5,1,5,2,1,7,1,3,0,2,1,2,2,1,1,1,0
34,9,1,0,2,0,1,1,4,1,1,2,2,2,1,8,1
32,9,1,1,2,0,5,1,4,1,2,2,2,2,2,8,0
13,9,5,2,2,1,5,1,0,1,2,2,2,2,2,8,0
7,4,5,2,2,1,1,1,0,1,1,2,2,2,1,8,0
2,0,5,2,2,1,1,1,0,1,1,2,2,0,2,8,0
28,18,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
29,18,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
6,3,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
4,1,5,2,2,2,1,1,0,1,1,2,2,0,1,1,0
2,0,5,2,2,2,1,1,0,2,1,2,2,0,2,1,0
0,0,5,2,2,2,1,0,0,2,1,2,2,0,2,1,0
10,7,5,3,2,2,1,1,0,1,1,2,2,2,1,1,0
62,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
58,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
58,20,5,0,1,0,1,1,4,1,1,2,2,2,2,2,0
63,17,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
68,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,0
27,21,5,0,2,0,3,2,4,2,1,2,2,2,2,1,1
26,16,5,13,2,0,3,3,4,4,1,2,2,2,1,1,1
38,14,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
17,13,5,2,2,7,1,1,4,1,1,2,2,2,2,2,0
12,7,5,2,2,7,1,1,0,1,1,2,2,2,2,2,0
55,21,1,0,2,0,1,1,3,1,1,2,2,2,2,2,1
52,20,1,1,2,0,1,1,2,1,1,2,2,2,1,2,1
45,16,1,0,2,0,1,3,2,4,1,2,2,2,1,1,1
41,21,1,1,2,0,1,3,4,4,1,2,2,2,2,1,1
14,11,5,2,2,1,1,3,0,4,1,2,2,2,2,1,0
6,4,5,2,2,1,1,3,0,4,1,2,2,2,2,1,0
51,16,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
45,16,1,1,1,0,1,1,4,1,1,2,2,2,1,2,0
62,6,5,10,1,0,1,1,4,4,1,2,2,1,1,2,0
18,16,5,15,2,0,1,1,4,4,1,2,2,2,1,2,1
26,22,5,0,2,0,1,1,4,2,1,2,2,2,2,1,1
27,21,5,12,2,0,1,1,4,4,1,2,2,2,1,1,1
27,22,5,12,2,0,1,1,4,4,1,2,2,2,2,1,1
54,21,3,0,1,0,1,1,4,2,1,1,2,2,1,1,1
68,21,3,12,2,0,1,3,4,2,1,2,2,2,2,1,1
63,16,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
62,17,1,1,1,0,1,1,4,1,1,2,2,2,2,2,0
66,19,3,5,2,0,1,3,2,4,1,2,2,2,1,2,1
81,14,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
50,22,5,0,2,0,1,1,4,2,1,2,2,2,1,1,1
41,19,3,0,2,0,1,1,4,2,1,2,2,2,2,1,0
18,13,5,2,1,0,1,1,4,2,1,2,2,1,2,1,0
56,21,5,0,2,0,1,1,4,2,1,2,2,2,1,1,1
36,1,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
9,6,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
54,16,1,0,2,0,1,1,4,3,1,2,2,2,1,1,1
55,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
17,14,5,2,2,1,1,1,4,1,1,2,2,2,2,1,0
63,18,5,0,1,0,1,1,4,4,1,2,2,2,1,2,0
59,13,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
58,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
67,20,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
80,19,1,1,2,0,1,1,3,2,1,2,2,2,1,1,0
43,18,5,0,2,0,1,1,4,1,1,2,2,2,1,1,1
63,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
63,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
44,10,5,0,1,0,1,1,4,4,1,2,1,1,2,2,0
28,21,5,2,2,0,1,1,4,4,1,2,2,2,1,2,1
13,7,5,2,2,8,1,1,0,4,1,2,2,2,1,2,0
66,21,1,0,1,0,1,1,4,1,1,2,2,2,1,1,1
61,20,1,1,1,0,1,1,4,1,1,1,2,2,2,1,1
60,14,2,0,2,0,1,1,4,4,1,2,2,2,1,1,0
50,16,3,5,2,0,1,1,2,4,1,2,2,2,1,1,0
64,16,4,0,2,0,1,1,4,4,1,2,2,2,2,2,1
56,15,5,0,1,0,1,1,4,4,1,2,2,2,1,2,0
26,21,5,0,2,0,1,1,4,2,1,2,2,2,2,2,1
28,21,5,13,2,0,1,1,4,1,1,2,2,2,1,2,1
73,16,3,0,2,0,1,1,4,1,1,2,2,2,2,2,0
63,13,4,0,2,0,1,1,4,1,1,2,2,2,1,1,0
59,17,2,5,2,0,1,3,4,1,1,2,2,2,2,1,0
68,16,3,0,2,0,1,1,4,1,1,2,2,2,2,2,0
20,20,5,7,2,0,1,1,4,1,1,2,2,2,2,2,1
3,1,5,7,2,0,1,1,0,1,1,2,2,0,1,2,0
49,23,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
47,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
17,13,5,2,2,2,1,1,4,2,1,2,2,2,2,1,0
16,12,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
9,5,5,2,2,2,1,1,0,2,1,2,2,2,1,1,0
80,21,1,0,1,0,1,1,3,4,1,1,1,2,1,1,0
78,21,1,1,2,0,1,1,4,4,1,2,2,2,2,1,0
52,21,1,0,1,0,1,1,4,3,1,2,2,1,2,2,0
38,12,1,1,2,0,1,1,4,3,1,2,2,2,1,2,0
30,19,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
11,7,5,2,2,7,1,1,0,1,1,2,2,2,2,2,0
8,4,5,2,2,7,1,1,0,1,1,2,2,2,2,2,0
53,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
48,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
3,1,5,7,2,0,1,1,0,1,1,2,2,0,1,1,0
34,20,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
32,21,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
30,19,5,0,2,0,1,3,4,1,1,2,2,2,2,1,1
7,4,5,2,2,7,1,3,0,4,1,2,2,2,1,9,0
54,16,2,0,1,0,1,1,4,1,1,2,2,2,2,1,0
30,11,1,2,2,0,1,1,4,1,1,2,2,2,2,1,0
1,0,5,7,2,4,1,1,0,1,1,2,2,0,2,1,0
24,17,1,9,1,0,1,1,4,1,1,2,2,1,1,1,0
47,16,4,0,2,0,1,3,4,1,1,2,2,2,2,1,1
28,21,3,0,2,0,1,1,4,2,1,2,2,2,2,1,1
7,4,5,2,2,7,1,1,0,2,1,2,2,2,1,1,0
39,21,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
10,6,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
73,1,2,0,2,0,4,1,4,1,2,2,2,2,1,2,1
74,19,2,0,1,0,4,1,4,1,2,2,2,2,2,1,0
25,9,5,0,2,0,5,1,4,1,2,2,2,2,1,8,1
41,9,5,15,2,0,5,1,4,1,2,2,2,2,1,8,1
34,20,5,0,2,0,1,1,4,1,1,2,2,2,2,1,0
46,16,5,13,2,0,1,1,4,1,1,2,2,2,1,2,0
28,22,5,0,2,0,1,1,4,2,1,2,2,2,2,1,1
71,21,1,0,2,0,1,1,2,1,1,2,2,2,1,2,1
75,16,1,1,2,0,1,1,4,1,1,2,2,2,2,2,0
81,21,1,0,2,0,1,1,3,1,1,2,2,2,1,1,0
71,19,1,1,1,0,1,1,4,2,1,2,2,1,2,1,0
27,21,1,7,2,0,1,3,4,1,1,2,2,2,1,1,1
26,22,1,15,2,0,1,3,4,1,1,2,2,2,2,1,1
36,21,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
36,18,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
5,2,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
2,0,5,2,2,1,1,1,0,4,1,2,2,0,1,1,0
87,14,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
63,11,5,2,2,0,1,1,4,1,1,2,2,2,1,1,0
65,22,3,0,2,0,1,1,4,2,1,2,2,2,2,1,0
84,21,1,0,2,0,1,1,4,1,1,2,2,2,1,6,0
76,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
51,19,3,2,2,0,1,1,4,2,1,2,2,2,1,6,1
54,22,1,0,2,0,4,1,4,1,2,2,2,2,1,6,1
48,22,1,1,2,0,4,1,4,1,2,2,2,2,2,6,1
25,21,5,2,2,0,4,1,4,1,2,2,2,2,1,6,1
36,23,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
32,21,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
48,16,3,0,1,0,1,1,4,1,1,2,1,2,1,1,0
51,19,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
51,16,1,1,1,0,1,1,4,1,1,2,1,2,2,1,0
24,19,5,2,2,0,1,1,4,1,1,2,2,2,2,1,1
59,16,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
74,14,3,0,2,0,1,1,4,1,1,2,2,2,2,2,0
27,16,5,7,2,0,1,1,4,1,1,2,2,2,2,2,0
5,2,5,7,2,0,1,1,0,1,1,2,2,2,2,2,0
29,18,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
29,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
2,0,5,2,2,1,1,1,0,1,1,2,2,0,2,1,0
78,19,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
49,16,1,0,1,0,1,3,4,1,1,2,1,2,2,1,0
52,13,1,1,2,0,1,3,4,2,1,2,2,2,1,1,1
23,14,5,2,2,0,1,3,4,1,1,2,2,2,1,1,1
58,23,2,0,2,0,1,1,4,1,1,2,2,2,2,1,1
71,16,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
71,17,1,1,2,0,1,1,3,1,1,2,2,2,1,1,0
76,16,1,0,2,0,1,1,2,1,1,2,2,2,1,1,0
63,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
32,19,5,0,2,0,1,1,4,4,1,2,2,2,2,2,1
2,0,5,2,2,7,1,1,0,4,1,2,2,0,2,2,0
43,18,3,0,2,0,1,1,4,4,1,2,2,2,2,2,1
17,14,5,2,1,7,1,1,4,4,1,2,2,2,2,2,0
15,11,5,2,2,7,1,1,0,4,1,2,2,2,2,2,0
67,22,5,0,2,0,1,3,4,2,1,2,2,2,2,1,0
68,11,2,0,2,0,5,1,4,1,2,2,2,2,2,1,0
69,22,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
65,19,1,1,1,0,1,1,4,1,1,2,2,2,1,1,1
73,14,1,0,1,0,1,1,4,1,1,2,1,2,2,5,0
77,12,1,1,1,0,1,1,2,1,1,1,1,2,1,1,0
40,19,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
38,18,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
15,13,5,2,2,1,1,1,0,2,1,2,2,2,2,1,0
13,10,5,2,2,1,1,1,0,2,1,2,2,2,2,1,0
47,19,3,0,1,0,1,1,4,1,1,1,2,2,2,1,1
17,13,5,2,2,7,1,1,4,1,1,2,2,2,2,1,0
0,0,5,2,2,7,1,0,0,1,1,2,2,0,2,1,0
63,22,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
67,21,1,1,2,0,1,1,4,1,1,2,2,2,1,1,0
62,20,3,0,2,0,1,1,4,4,1,2,2,2,2,1,0
47,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
56,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
42,19,3,0,2,0,1,3,4,1,1,2,2,2,2,1,1
11,7,5,2,2,7,1,3,0,1,1,2,2,2,1,1,0
7,4,5,2,2,7,1,3,0,1,1,2,2,2,2,1,0
69,2,1,0,2,0,1,1,4,4,1,2,2,2,1,2,0
64,16,1,1,2,0,1,1,4,4,1,2,2,2,2,2,0
67,21,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
37,19,5,2,2,0,1,1,4,1,1,2,2,2,2,2,0
56,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
21,23,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
52,20,3,0,2,0,1,1,4,1,1,2,2,2,2,1,1
47,18,1,0,1,0,1,3,4,2,1,2,2,1,2,1,0
56,21,1,1,2,0,1,3,4,1,1,2,2,2,1,1,1
67,21,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
67,18,1,1,1,0,1,1,3,2,1,2,2,2,1,1,0
85,20,2,0,1,0,1,1,4,4,1,1,1,2,2,1,0
49,21,3,2,2,0,1,3,4,4,1,2,2,2,1,1,1
62,16,5,0,2,0,1,1,4,1,1,2,2,2,1,2,1
36,18,3,0,2,0,1,1,4,1,1,2,2,2,1,2,0
7,4,5,4,2,6,1,1,0,1,1,2,2,2,1,2,0
29,19,5,13,2,0,1,1,4,1,1,2,2,2,2,2,1
75,19,2,0,1,0,1,1,4,1,1,2,2,2,1,2,0
48,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
51,20,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
16,14,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
19,19,5,0,2,0,1,3,4,4,1,2,2,2,1,1,1
18,18,5,12,2,0,1,3,4,4,1,2,2,2,2,1,1
54,17,2,0,2,0,1,1,4,1,1,2,2,2,1,1,1
40,20,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
32,18,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
16,13,5,2,2,1,1,1,0,2,1,2,2,2,1,9,0
10,7,5,2,2,1,1,1,0,2,1,2,2,2,2,9,0
85,9,2,0,2,0,1,1,4,4,1,2,2,2,2,1,0
50,21,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
50,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
15,11,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
54,17,3,0,1,0,1,1,4,1,1,1,2,2,1,1,1
36,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
36,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
13,10,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
10,7,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
3,1,5,2,2,1,1,1,0,1,1,2,2,0,2,1,0
43,21,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
42,22,1,1,2,0,1,1,2,2,1,2,2,2,1,1,1
11,8,5,2,1,1,1,1,0,2,1,2,2,1,2,1,0
47,16,3,0,2,0,1,3,4,1,1,2,2,2,2,2,1
23,16,5,2,2,0,1,3,4,4,1,2,2,2,2,2,0
19,16,5,2,2,0,1,3,4,4,1,2,2,2,2,2,0
18,14,5,2,2,0,1,3,4,1,1,2,2,2,2,2,0
2,0,5,7,2,8,1,3,0,1,1,2,2,0,2,2,0
56,17,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
57,16,5,0,2,0,1,1,4,1,1,2,2,2,1,1,0
29,22,5,0,1,0,1,3,4,2,1,2,2,1,1,1,1
40,16,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
70,19,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
70,14,1,1,2,0,1,1,4,1,1,2,2,2,1,2,0
26,19,5,7,2,0,1,1,4,1,1,2,2,2,1,2,1
89,6,5,10,1,0,1,1,4,1,1,1,1,2,1,2,0
3,1,5,10,2,0,1,1,0,1,1,2,2,0,2,2,0
63,21,3,0,2,0,1,1,2,1,1,2,2,2,1,2,0
43,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
45,21,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
18,14,5,2,2,0,1,1,4,4,1,2,2,2,2,1,0
13,10,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
7,4,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
64,22,3,0,1,0,1,1,4,1,1,2,2,2,2,2,0
35,19,5,2,2,0,1,1,3,1,1,2,2,2,1,2,1
28,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
28,21,1,1,2,0,1,1,4,1,1,2,2,2,1,1,0
2,0,5,2,2,2,1,1,0,1,1,2,2,0,2,1,0
0,0,5,2,2,2,1,0,0,1,1,2,2,0,2,1,0
70,16,2,0,2,0,1,1,2,1,1,2,2,2,1,2,0
38,21,5,2,2,0,1,1,4,1,1,2,2,2,1,2,1
25,19,5,7,2,0,1,1,4,1,1,2,2,2,1,2,1
64,17,1,0,1,0,1,3,4,4,1,2,2,2,2,2,0
49,19,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
48,16,1,1,2,0,1,1,4,1,1,2,2,2,1,2,1
14,10,5,2,1,2,1,1,0,1,1,2,2,1,1,2,0
73,22,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
73,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
24,19,5,0,2,0,1,1,4,1,1,2,2,2,2,2,0
3,1,5,2,2,7,1,1,0,1,1,2,2,0,1,2,0
24,18,5,15,2,0,1,1,4,1,1,2,2,2,1,2,0
71,21,1,0,2,0,1,1,3,1,1,2,2,2,1,1,1
71,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
67,21,1,0,2,0,1,1,2,1,1,2,2,2,1,2,0
63,21,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
49,19,5,0,2,0,1,1,2,2,1,2,2,2,2,1,1
38,21,1,0,2,0,1,1,4,3,1,2,2,2,2,1,0
49,13,1,1,2,0,1,1,4,3,1,2,2,2,1,1,1
15,12,5,2,2,2,1,1,0,3,1,2,2,2,2,1,0
20,16,5,4,2,0,1,1,4,3,1,2,2,2,1,1,1
34,22,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
33,19,1,1,2,0,1,1,1,4,1,2,2,2,1,1,0
8,5,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
7,4,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
31,20,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
34,11,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
11,9,5,2,2,1,1,1,0,2,1,2,2,2,2,1,0
8,5,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
6,3,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
5,2,5,2,2,1,1,1,0,2,1,2,2,2,1,1,0
77,21,2,0,1,0,1,1,4,1,1,2,2,2,2,1,1
65,19,3,0,2,0,1,1,2,2,1,2,2,2,1,1,0
76,13,1,0,1,0,1,1,4,1,1,1,2,2,1,1,0
76,16,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
60,21,5,0,2,0,1,1,4,1,1,2,2,2,2,1,1
53,16,3,0,2,0,1,1,4,4,1,2,2,2,2,1,1
66,19,2,0,2,0,1,1,4,4,1,2,2,2,1,1,1
54,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
48,16,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
52,16,5,0,1,0,1,1,4,4,1,2,2,2,1,2,0
50,16,1,5,1,0,1,1,4,4,1,2,1,2,1,2,0
77,19,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
55,14,3,2,2,0,1,1,4,4,1,2,2,2,2,2,1
52,21,1,2,2,0,1,1,4,4,1,2,2,2,1,2,1
18,16,5,7,2,0,1,1,4,4,1,2,2,2,1,2,0
65,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
60,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
78,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
59,19,1,1,1,0,1,1,2,1,1,1,2,2,1,1,0
48,20,1,0,2,0,1,3,4,1,1,2,2,2,2,2,1
37,12,1,1,2,0,1,3,4,1,1,2,2,2,1,2,1
13,9,5,2,2,1,1,3,0,1,1,2,2,2,1,2,0
8,5,5,2,2,1,1,3,0,1,1,2,2,2,1,2,0
79,16,1,0,2,0,1,1,2,1,1,2,2,2,1,1,0
79,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
93,16,2,0,1,0,1,1,4,1,1,1,2,2,2,1,0
32,19,1,0,2,0,1,1,4,3,1,2,2,2,2,1,1
32,18,1,1,2,0,1,1,4,3,1,2,2,2,1,1,1
13,10,5,2,2,1,1,1,0,3,1,2,2,2,1,1,0
9,6,5,2,2,1,1,1,0,3,1,2,2,2,1,1,0
63,16,3,0,1,0,1,1,4,1,1,2,2,2,1,1,0
69,20,1,0,2,0,5,1,4,1,2,2,2,2,1,1,1
65,19,1,1,2,0,5,1,4,4,2,2,2,2,2,1,1
57,19,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
58,21,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
54,20,1,0,2,0,1,1,2,4,1,2,2,2,2,1,1
53,22,1,1,2,0,1,1,2,4,1,2,2,2,1,1,0
38,16,5,0,1,0,1,1,4,1,1,2,2,2,2,1,0
35,16,5,5,2,0,1,1,4,1,1,2,2,2,2,1,0
78,16,3,0,1,0,1,1,4,1,1,2,2,2,2,5,0
84,22,1,0,1,0,1,1,2,1,1,2,1,2,1,1,0
80,16,1,1,1,0,1,1,4,1,1,1,2,2,2,1,0
89,17,2,0,1,0,1,1,4,2,1,1,2,2,2,1,0
36,16,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
14,11,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
12,10,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
63,16,1,0,1,0,1,1,4,1,1,2,2,2,2,2,0
68,17,1,1,2,0,1,1,2,1,1,2,2,2,1,2,1
73,18,1,0,1,0,1,1,4,1,1,2,2,2,2,1,0
15,11,5,7,2,0,1,1,0,4,1,2,2,2,1,1,0
81,16,1,0,2,0,1,3,4,1,1,2,2,2,1,9,0
61,16,1,1,2,0,1,3,4,1,1,2,2,2,2,2,1
73,14,1,0,2,0,1,1,4,1,1,2,2,2,1,2,1
61,16,1,1,1,0,1,1,4,1,1,2,2,1,2,2,0
24,21,5,0,2,0,1,1,4,1,1,2,2,2,2,1,0
62,17,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
64,18,1,1,2,0,1,1,2,1,1,2,2,2,1,1,0
68,18,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
73,20,1,1,2,0,1,1,4,1,1,2,2,2,1,2,0
85,12,2,0,2,0,1,1,2,1,1,2,2,2,1,2,0
74,17,1,0,1,0,1,1,4,4,1,2,2,1,2,1,0
76,9,1,1,2,0,1,1,4,4,1,2,2,2,1,1,0
48,19,5,2,2,0,1,1,4,4,1,2,2,2,2,1,0
71,23,2,0,1,0,1,1,2,2,1,1,2,2,1,1,0
64,16,1,0,2,0,1,1,4,1,1,2,2,2,1,2,1
67,22,1,1,2,0,1,1,4,1,1,2,2,2,2,2,0
71,13,2,0,2,0,1,1,4,4,1,2,2,2,2,8,0
36,16,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
36,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
8,5,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
6,3,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
15,12,5,4,2,1,1,1,0,4,1,2,2,2,1,1,0
11,8,5,4,2,1,1,1,0,4,1,2,2,2,1,1,0
27,21,5,0,2,0,1,1,4,4,1,2,2,2,2,1,1
25,21,5,12,2,0,1,1,4,2,1,2,2,2,2,1,1
54,16,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
55,16,1,1,2,0,1,1,4,1,1,2,2,2,1,2,1
33,16,5,2,2,0,1,1,4,1,1,2,2,2,1,2,1
26,21,5,2,2,0,1,1,4,1,1,2,2,2,2,2,0
30,17,4,0,2,0,1,1,4,4,1,2,2,2,2,2,0
42,20,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
46,19,1,1,1,0,1,1,4,1,1,2,2,2,1,1,0
17,14,5,2,2,3,1,1,4,3,1,2,2,2,1,1,0
42,16,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
50,17,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
16,13,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
26,21,4,0,2,0,1,1,4,1,1,2,2,2,1,1,1
6,3,5,2,2,5,1,1,0,1,1,2,2,2,2,1,0
2,0,5,2,2,5,1,1,0,1,1,2,2,0,2,1,0
25,16,5,0,2,0,1,1,4,1,1,2,2,2,1,1,1
31,16,4,0,2,0,1,1,4,1,1,2,2,2,2,1,1
11,8,5,2,2,7,1,1,0,1,1,2,2,2,1,1,0
9,7,5,2,2,7,1,1,0,1,1,2,2,2,2,1,0
8,4,5,2,2,7,1,1,0,1,1,2,2,2,2,1,0
59,11,2,6,2,0,1,1,2,4,1,2,2,2,1,1,1
58,11,1,6,1,0,1,1,4,1,1,2,2,2,2,1,0
43,22,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
50,22,1,1,2,0,1,1,4,4,1,2,2,2,1,1,0
8,5,5,2,2,3,1,1,0,4,1,2,2,2,2,1,0
54,23,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
49,22,1,1,2,0,1,1,4,4,1,2,2,2,2,1,0
16,12,5,2,2,2,1,1,0,4,1,2,2,2,2,1,0
12,8,5,2,2,2,1,1,0,4,1,2,2,2,1,1,0
44,19,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
17,14,5,2,2,7,1,1,4,1,1,2,2,2,2,2,0
6,2,5,2,2,7,1,1,0,1,1,2,2,2,2,2,0
48,21,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
4,2,5,2,2,5,1,1,0,2,1,2,2,0,2,1,0
