age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
33,management,married,university.degree,no,no,no,telephone,may,mon,405,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,management,single,university.degree,no,yes,yes,telephone,may,mon,207,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,student,single,high.school,unknown,no,no,telephone,may,mon,57,8,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,services,married,high.school,unknown,no,no,telephone,may,mon,164,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,blue-collar,married,professional.course,no,no,no,telephone,may,mon,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,blue-collar,married,professional.course,no,no,no,telephone,may,mon,202,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,technician,married,university.degree,no,no,no,telephone,may,mon,523,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,self-employed,married,university.degree,no,no,no,telephone,may,mon,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25,blue-collar,married,high.school,no,no,no,telephone,may,mon,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,363,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,technician,single,university.degree,no,no,no,telephone,may,mon,1147,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,admin.,divorced,high.school,no,no,no,telephone,may,mon,170,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,194,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,technician,married,university.degree,no,no,no,telephone,may,mon,165,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,admin.,single,basic.9y,unknown,no,no,telephone,may,mon,306,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,entrepreneur,married,high.school,no,no,no,telephone,may,mon,214,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28,management,single,unknown,no,no,no,telephone,may,mon,290,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27,admin.,single,high.school,unknown,unknown,unknown,telephone,may,mon,1495,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,322,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,technician,single,professional.course,no,no,no,telephone,may,mon,480,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,technician,married,basic.9y,no,yes,no,telephone,may,mon,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,technician,married,basic.9y,no,yes,no,telephone,may,mon,315,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,technician,married,basic.9y,no,no,no,telephone,may,mon,493,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28,student,single,university.degree,unknown,yes,no,telephone,may,mon,225,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28,student,single,university.degree,unknown,yes,no,telephone,may,mon,208,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,management,married,high.school,no,yes,no,telephone,may,mon,132,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,may,mon,386,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,1083,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,technician,married,basic.9y,no,no,no,telephone,may,mon,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,blue-collar,single,basic.9y,no,yes,yes,telephone,may,mon,163,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,88,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,admin.,single,high.school,no,unknown,unknown,telephone,may,mon,139,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,admin.,single,high.school,no,no,no,telephone,may,mon,577,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,services,married,high.school,no,yes,no,telephone,may,mon,335,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,admin.,single,high.school,no,yes,no,telephone,may,mon,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,services,married,high.school,no,unknown,unknown,telephone,may,mon,72,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,technician,married,professional.course,no,yes,no,telephone,may,mon,307,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,admin.,married,high.school,no,no,no,telephone,may,mon,220,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,services,divorced,professional.course,no,no,no,telephone,may,mon,241,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
28,admin.,married,high.school,no,yes,no,telephone,may,mon,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
30,services,married,professional.course,unknown,no,no,telephone,may,mon,311,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,management,single,university.degree,no,yes,no,telephone,may,mon,253,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,mon,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,484,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,admin.,married,high.school,no,yes,yes,telephone,may,mon,115,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,services,single,high.school,no,unknown,unknown,telephone,may,mon,456,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
29,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,65,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,blue-collar,single,high.school,unknown,yes,no,telephone,may,mon,93,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
32,unemployed,married,basic.9y,no,unknown,unknown,telephone,may,mon,128,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,technician,married,professional.course,no,no,no,telephone,may,mon,157,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
26,admin.,single,high.school,no,yes,no,telephone,may,mon,195,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
33,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,68,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,181,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
31,unemployed,single,professional.course,no,no,no,telephone,may,tue,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,85,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25,services,married,high.school,no,yes,no,telephone,may,tue,530,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,services,married,high.school,no,yes,no,telephone,may,tue,176,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,management,married,university.degree,no,no,no,telephone,may,tue,134,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,admin.,married,university.degree,no,yes,no,telephone,may,tue,907,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
26,admin.,single,high.school,no,no,no,telephone,may,tue,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,97,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,blue-collar,single,basic.9y,no,unknown,unknown,telephone,may,tue,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,admin.,single,high.school,no,yes,yes,telephone,may,tue,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,admin.,single,high.school,no,no,no,telephone,may,tue,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,admin.,single,university.degree,unknown,no,no,telephone,may,tue,1346,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
33,housemaid,married,basic.4y,no,no,no,telephone,may,tue,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,self-employed,married,university.degree,no,yes,no,telephone,may,tue,50,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,admin.,single,university.degree,no,yes,no,telephone,may,tue,178,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,management,single,university.degree,no,no,no,telephone,may,tue,169,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
26,admin.,married,high.school,unknown,no,no,telephone,may,tue,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,428,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,technician,divorced,high.school,no,no,no,telephone,may,tue,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,management,married,basic.4y,no,yes,yes,telephone,may,tue,568,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
22,blue-collar,single,basic.6y,unknown,unknown,unknown,telephone,may,tue,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,admin.,married,university.degree,no,yes,no,telephone,may,tue,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,technician,divorced,professional.course,no,no,no,telephone,may,tue,259,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,237,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,technician,single,university.degree,unknown,no,no,telephone,may,tue,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
26,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,295,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
26,blue-collar,single,high.school,unknown,no,no,telephone,may,tue,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,technician,married,high.school,no,no,no,telephone,may,tue,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,tue,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,unknown,single,university.degree,no,no,no,telephone,may,tue,213,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25,technician,single,university.degree,no,yes,no,telephone,may,tue,38,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,unknown,married,basic.6y,unknown,no,no,telephone,may,tue,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,admin.,divorced,high.school,no,no,no,telephone,may,tue,325,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,260,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,255,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,102,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,60,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,technician,married,university.degree,no,yes,no,telephone,may,tue,683,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
32,admin.,divorced,high.school,no,no,no,telephone,may,tue,473,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,services,married,basic.6y,unknown,no,no,telephone,may,tue,1001,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
33,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,355,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,admin.,single,university.degree,no,yes,yes,telephone,may,tue,194,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,admin.,single,unknown,no,no,no,telephone,may,tue,109,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,203,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,255,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25,admin.,single,university.degree,no,no,no,telephone,may,tue,59,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,19,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,management,single,university.degree,no,yes,no,telephone,may,tue,211,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,management,single,university.degree,no,yes,yes,telephone,may,tue,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,176,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,technician,married,university.degree,unknown,no,no,telephone,may,tue,123,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,admin.,married,university.degree,no,yes,no,telephone,may,tue,93,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
26,services,single,high.school,no,yes,no,telephone,may,tue,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,management,married,university.degree,no,no,no,telephone,may,tue,190,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,60,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,technician,single,professional.course,no,yes,no,telephone,may,tue,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,297,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,services,married,high.school,unknown,no,no,telephone,may,tue,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,tue,169,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,admin.,married,high.school,unknown,yes,no,telephone,may,tue,101,13,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,management,married,university.degree,no,no,no,telephone,may,tue,129,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,services,single,high.school,no,no,no,telephone,may,tue,65,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,management,married,university.degree,no,no,no,telephone,may,tue,851,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,admin.,single,high.school,no,no,no,telephone,may,tue,315,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,technician,single,high.school,no,no,no,telephone,may,tue,214,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,admin.,single,high.school,no,yes,no,telephone,may,tue,1052,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,tue,331,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,management,single,university.degree,no,yes,no,telephone,may,tue,134,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,entrepreneur,single,basic.9y,no,no,no,telephone,may,tue,185,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
25,self-employed,single,university.degree,no,no,no,telephone,may,tue,247,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
28,admin.,married,high.school,no,no,no,telephone,may,tue,337,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
30,services,single,unknown,no,yes,no,telephone,may,tue,205,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,admin.,single,university.degree,no,yes,no,telephone,may,tue,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,services,single,high.school,no,no,no,telephone,may,tue,209,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,services,divorced,high.school,no,no,no,telephone,may,tue,326,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,admin.,married,high.school,no,no,no,telephone,may,tue,214,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
32,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,122,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
31,services,married,basic.9y,no,no,no,telephone,may,tue,945,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
25,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,816,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
23,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,116,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,services,single,high.school,no,no,yes,telephone,may,tue,262,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
27,technician,single,high.school,unknown,no,yes,telephone,may,tue,351,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,technician,married,professional.course,no,no,no,telephone,may,tue,492,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,technician,single,professional.course,no,yes,yes,telephone,may,wed,65,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,student,single,high.school,unknown,yes,no,telephone,may,wed,313,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,admin.,single,high.school,no,unknown,unknown,telephone,may,wed,137,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,services,married,unknown,no,no,no,telephone,may,wed,133,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,admin.,single,university.degree,no,no,no,telephone,may,wed,89,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,admin.,married,unknown,no,yes,no,telephone,may,wed,108,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,admin.,single,university.degree,no,no,no,telephone,may,wed,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,282,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,220,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,168,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,unemployed,divorced,basic.9y,no,yes,no,telephone,may,wed,105,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,management,married,high.school,no,no,no,telephone,may,wed,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,452,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
27,admin.,single,high.school,no,yes,no,telephone,may,wed,1328,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
29,housemaid,married,high.school,no,no,no,telephone,may,wed,534,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,services,single,basic.6y,unknown,yes,no,telephone,may,wed,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,unemployed,divorced,basic.9y,no,no,no,telephone,may,wed,1321,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
33,blue-collar,married,high.school,no,no,no,telephone,may,wed,858,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,yes
29,services,married,high.school,unknown,unknown,unknown,telephone,may,wed,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26,services,single,high.school,no,no,no,telephone,may,wed,461,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,services,divorced,high.school,no,no,no,telephone,may,wed,282,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,283,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,152,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,services,divorced,high.school,no,no,no,telephone,may,wed,869,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,admin.,single,university.degree,no,no,no,telephone,may,wed,153,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,technician,single,professional.course,no,no,no,telephone,may,wed,199,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,services,single,high.school,no,no,no,telephone,may,wed,322,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,admin.,married,university.degree,no,no,no,telephone,may,wed,197,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,180,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,admin.,single,university.degree,no,yes,no,telephone,may,wed,849,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,blue-collar,married,high.school,no,no,yes,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,749,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,admin.,single,high.school,no,no,no,telephone,may,wed,387,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
24,student,single,high.school,unknown,no,no,telephone,may,wed,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,services,divorced,high.school,no,yes,no,telephone,may,wed,225,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,wed,93,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,wed,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,entrepreneur,married,basic.4y,unknown,no,no,telephone,may,wed,117,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
25,blue-collar,single,basic.9y,no,yes,no,telephone,may,wed,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
28,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,wed,565,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,admin.,single,university.degree,no,no,no,telephone,may,wed,337,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
24,services,single,high.school,no,yes,no,telephone,may,wed,977,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,technician,divorced,professional.course,no,yes,no,telephone,may,wed,70,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,technician,married,professional.course,no,no,no,telephone,may,wed,71,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,251,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,management,married,high.school,unknown,yes,no,telephone,may,wed,110,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
29,technician,married,professional.course,no,yes,no,telephone,may,wed,369,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,admin.,married,university.degree,no,yes,no,telephone,may,wed,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
32,services,single,high.school,no,no,no,telephone,may,wed,380,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,services,married,high.school,unknown,no,no,telephone,may,wed,48,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
26,student,single,university.degree,no,yes,no,telephone,may,wed,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,entrepreneur,married,high.school,no,no,no,telephone,may,wed,746,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,blue-collar,married,basic.4y,no,yes,yes,telephone,may,wed,220,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
31,services,married,high.school,no,no,no,telephone,may,wed,232,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,admin.,married,high.school,unknown,no,no,telephone,may,wed,485,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
27,student,single,university.degree,no,yes,no,telephone,may,wed,274,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
30,services,married,high.school,no,no,no,telephone,may,wed,106,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
23,services,single,high.school,no,no,no,telephone,may,wed,107,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
33,admin.,married,high.school,no,yes,yes,telephone,may,wed,1044,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
